name,prefecture,city,url,rating,review_count,latitude,longitude,query_used
BANH MI XIN CHAO NAGOYA,Aichi,Nagoya,,4.1,172,35.1722409,136.9115925,banh mi
バインミーシンチャオ,Hokkaido,Sapporo,https://banhmixinchao.co.jp/ja/japanese-home/,4.5,97,43.0825729,141.3467121,banh mi
バインミー サイゴンフレッシュ 本店,Hokkaido,Sapporo,https://saigonfresh.jp/,4.5,148,43.0573518,141.339118,banhmi
サイゴンフレッシュ ポールタウン店,Hokkaido,Sapporo,https://saigonfresh.jp/,4.5,101,43.0564289,141.3530917,banhmi
banh mi cam on,Hokkaido,Sapporo,https://www.instagram.com/banh_mi_cam_on/,4.7,28,43.08651620000001,141.320199,banhmi
サイゴンレストラン 札幌店,Hokkaido,Sapporo,https://www.hotpepper.jp/strJ003516828/,4.3,80,43.0043923,141.4306734,banhmi
バインミーシンチャオ,Hokkaido,Sapporo,https://banhmixinchao.co.jp/ja/japanese-home/,4.5,97,43.0825729,141.3467121,banhmi
banh mi cam on,Hokkaido,Sapporo,https://www.instagram.com/banh_mi_cam_on/,4.7,28,43.08651620000001,141.320199,バインミー
サイゴンフレッシュ ポールタウン店,Hokkaido,Sapporo,https://saigonfresh.jp/,4.5,101,43.0564289,141.3530917,バインミー
Ăn gì ? (アンジー?),Hokkaido,Sapporo,https://instagram.com/angi_vietnam333?igshid=NTc4MTIwNjQ2YQ==,4.1,20,43.0825718,141.346616,バインミー
サイゴンレストラン 札幌店,Hokkaido,Sapporo,https://www.hotpepper.jp/strJ003516828/,4.3,80,43.0043923,141.4306734,バインミー
ベトナムゴハン チリン堂,Hokkaido,Sapporo,https://www.facebook.com/chillinhdou/,4.4,155,43.0495262,141.3555736,バインミー
ホア セン レストラン,Hokkaido,Sapporo,https://hoasen-sapporo.owst.jp/,4.6,190,43.0516513,141.3545714,バインミー
バインミー サイゴンフレッシュ 本店,Hokkaido,Sapporo,https://saigonfresh.jp/,4.5,148,43.0573518,141.339118,バインミー
池袋サイゴンレストラン円山店,Hokkaido,Sapporo,https://www.instagram.com/saigon_sapporo/,4.6,22,43.0577029,141.3202995,バインミー
円山Vank2,Hokkaido,Sapporo,http://www.vietnam-vank.com/,4,42,43.05791929999999,141.3211913,バインミー
Sopracciglia - ソプラッチリア,Hokkaido,Sapporo,https://instagram.com/sopracciglia_sapporo?igshid=OGQ5ZDc2ODk2ZA==,4.4,144,43.06855710000001,141.3454486,バインミー
Bánh mì nguyễn,Hokkaido,Sapporo,https://www.instagram.com/banhminguyensapporo,5,44,43.1600656,141.3963472,バインミー
もぐもぐ,Hokkaido,Sapporo,https://sandwich-specialty-store-mogmog.jimdosite.com/,4.1,120,43.0585133,141.3727356,バインミー
SOI MARUYAMA,Hokkaido,Sapporo,https://tabelog.com/hokkaido/A0101/A010105/1053270/,4,81,43.0548285,141.3208197,バインミー
サイアム琴似店,Hokkaido,Sapporo,http://siamhokkaido.com/,4.2,286,43.0785686,141.3063468,バインミー
タイ国料理 マニータイ,Hokkaido,Sapporo,https://www.maneethai.online/,4.1,237,43.0567255,141.350742,バインミー
AYASAND / give me donuts,Hokkaido,Sapporo,https://www.instagram.com/ayasand__/,4.3,43,43.0544362,141.3371758,バインミー
Gapaou Phra chan（ガパオウプラチャン）,Hokkaido,Sapporo,https://kushikatsuhanaw11.owst.jp/,4.5,43,43.0578695,141.3492289,バインミー
札幌タイ料理 サワディー ムーガタ専門店 สวัสดีหมูกะทะ,Hokkaido,Sapporo,https://sawady-susukino.owst.jp/,5,165,43.0537914,141.3550684,バインミー
タイ料理とお酒タタヤン,Hokkaido,Sapporo,,4,74,43.0545762,141.35231,バインミー
Caoマンガイ,Hokkaido,Sapporo,https://m.facebook.com/caomangai/?locale2=ja_JP,4.4,51,43.054149,141.353421,バインミー
ベトナム屋台 アジア飯 suEzou パンチョス,Hokkaido,Sapporo,https://www.hotpepper.jp/strJ001293270/,3.3,74,43.0568227,141.3491293,バインミー
BIA HOI カタコト,Hokkaido,Sapporo,https://m.facebook.com/BIA-HOI-%E3%82%AB%E3%82%BF%E3%82%B3%E3%83%88-414765362021685/?locale2=ja_JP,4.4,39,43.05623509999999,141.3448979,バインミー
Hanoi Street Resto,Hokkaido,Sapporo,https://www.hotpepper.jp/strJ003560535/,4.8,112,43.0528037,141.3535604,バインミー
ASIA‐TEI Trang Tron（アジア‐テイトラントロン）大通店,Hokkaido,Sapporo,,4.4,39,43.0591551,141.3463433,バインミー
ASIAN STAND,Hokkaido,Sapporo,http://www.us-market.co.jp/asian/,4,1,43.0563356,141.3471855,バインミー
バインミー☆サンドイッチ,Tokyo,Shinjuku City,https://twitter.com/banhmi_sandwich,4.3,634,35.7132389,139.7031536,バインミー
スタンドバインミー,Tokyo,Meguro City,https://www.instagram.com/standbanhmi/,4.3,263,35.628886,139.6877641,バインミー
バインミーバーバー下北沢店,Tokyo,Setagaya City,https://banhmibaba.com/,4.6,398,35.6628814,139.6657317,バインミー
バインミーバイミー,Tokyo,Suginami City,https://www.instagram.com/banhmi.byme,4.8,58,35.70508770000001,139.6469223,バインミー
バインミーバーバー中目黒,Tokyo,Meguro City,https://banhmibaba-nakameguro.com/,4.5,117,35.6429091,139.6987712,バインミー
バインミー☆サンドイッチ 吉祥寺北口店,Tokyo,Musashino,,4.5,41,35.7038965,139.5789945,バインミー
バインミーシンチャオ,Tokyo,Shinjuku City,https://www.facebook.com/B%C3%A1nh-M%C3%AC-Xin-Ch%C3%A0o-1068932589815886/?ref=settings,4.2,449,35.7126653,139.7005539,バインミー
BANH MI XIN CHAO CAFE ASAKUSA バインミーシンチャオカフェ 浅草,Tokyo,Taito City,http://banhmixinchao.co.jp/,4.3,409,35.7101788,139.7978598,バインミー
バインミー☆サンドイッチ 水道橋東口店,Tokyo,Chiyoda City,https://www.facebook.com/BanhmiSuidobashi-101056862182378/,4.3,270,35.7013156,139.7556301,バインミー
バインミーバーバー 吉祥寺店,Tokyo,Musashino,https://www.instagram.com/banhmibaba_kichijoji/,4.6,98,35.7025172,139.5790211,バインミー
ジダパ・デラックス,Hokkaido,Sapporo,https://jidapadx.owst.jp/,3.9,89,43.0566001,141.3569591,バインミー
バインミーバーバー川越店 Bánh Mì Bà Ba kawagoe,Saitama,Kawagoe,https://yoyaku.tabelog.com/yoyaku/net_booking_form/index?rcd=11059812,4.8,97,35.9146002,139.4830906,バインミー
バインミー☆ サンドイッチ,Tokyo,Shibuya City,https://www.instagram.com/banhmi_sandwich_takadanobaba/,4.4,20,35.6683371,139.7048337,バインミー
バインミーモチ,Chiba,Chiba,http://sieuthiminitunjp.com/,4.3,49,35.6159196,140.114405,バインミー
バインミーゴンゴン船橋,Chiba,Funabashi,https://www.facebook.com/Shinjuku.BanhMiNgonNgon/,4.2,107,35.7011647,139.9882478,バインミー
BANH MI XIN CHAO KAMATA バインミーシンチャオ蒲田店,Tokyo,Ota City,http://banhmixinchao.co.jp/,3.9,87,35.5647655,139.7144641,バインミー
BANH MI NGON NGON TAKADANOBABA,Tokyo,Shinjuku City,,4.1,283,35.7124601,139.7003927,バインミー
BÁNH MÌ VIỆT,Kanagawa,Yokohama,https://www.banhmivietjp.com/?utm_source=gmb&utm_medium=referral,4.4,131,35.4324879,139.4757654,バインミー
バインミーパテ ベトナムサンドイッチ,Kanagawa,Chigasaki,https://banhmipate.com/,4.5,66,35.3399088,139.4394374,バインミー
タイレストラン ワザナ 琴似店,Hokkaido,Sapporo,https://wasana.net/,4,33,43.0758401,141.3032237,バインミー
バインミーハバ,Tokyo,Fussa,,4.5,40,35.7398776,139.3260997,バインミー
vege tavola EDOYA,Hokkaido,Kitahiroshima,https://www.instagram.com/vegetavola_edoya/?hl=ja,4.5,22,42.9785265,141.5616884,バインミー
バインミー バル ハチ,Tokyo,Suginami City,https://www.instagram.com/nishiogi.hachi/,4.6,19,35.69941,139.5985799,バインミー
ハサミヤ,Hokkaido,Sapporo,https://www.facebook.com/hasamiyasandwich,4.2,148,43.0383985,141.3526716,バインミー
バインミー☆サンドイッチ,Chiba,Funabashi,,4.1,15,35.7011936,140.0278662,バインミー
ロブ・フォートンズ,Aomori,Hachinohe,http://www.robphoton.com/,3.9,359,40.5113964,141.4933529,バインミー
バインミー ウィン,Osaka,Osaka,https://banhmiwin.com/,4.6,236,34.7047462,135.5221031,バインミー
Bánh Mì Xin Chào,Tokyo,Toshima City,http://banhmixinchao.co.jp/,3.9,155,35.7303444,139.7151945,バインミー
バインミー シンチャオ イオンモール太田,Gunma,Ota,https://banhmixinchao.co.jp/,4.3,36,36.29337599999999,139.3990887,バインミー
EBISU BANH MI BAKERY,Tokyo,Shibuya City,http://ebis-banhmi.com/,4.4,415,35.6479071,139.7102118,バインミー
バインミー太陽 BÁNH MÌ TAIYO,Saitama,Yoshikawa,,4.5,75,35.8762564,139.8430331,バインミー
Soc Con Fast Food バインミー リスちゃん,Tokyo,Shinjuku City,https://instagram.com/rischangbanhmi?igshid=YmMyMTA2M2Y=,4.4,57,35.701749,139.6979722,バインミー
BANH MI XIN CHAO NAGOYA,Aichi,Nagoya,,4.1,172,35.1722409,136.9115925,バインミー
Bánh Mì Xin Chào - KOBE・バインミーシンチャオ - 神戸店,Hyogo,Kobe,,3.9,121,34.6772922,135.1733401,バインミー
ベトナム酒場 ROB PHOTONS ロブフォートンズ 盛岡店,Iwate,Morioka,https://www.robphoton.com/,3.9,65,39.7039005,141.1477487,バインミー
バインミーバイミー,Tokyo,Suginami City,https://www.instagram.com/banhmi.byme,4.8,58,35.70508770000001,139.6469223,banh mi
バインミー☆サンドイッチ,Tokyo,Shinjuku City,https://twitter.com/banhmi_sandwich,4.3,634,35.7132389,139.7031536,banh mi
バインミーシンチャオ,Tokyo,Shinjuku City,https://www.facebook.com/B%C3%A1nh-M%C3%AC-Xin-Ch%C3%A0o-1068932589815886/?ref=settings,4.2,449,35.7126653,139.7005539,banh mi
スタンドバインミー,Tokyo,Meguro City,https://www.instagram.com/standbanhmi/,4.3,263,35.628886,139.6877641,banh mi
ベト屋 築地店,Tokyo,Chuo City,https://betoya.jp/store/tsukiji/,4.3,233,35.6676442,139.7723177,banh mi
BANH MI XIN CHAO CAFE ASAKUSA バインミーシンチャオカフェ 浅草,Tokyo,Taito City,http://banhmixinchao.co.jp/,4.3,409,35.7101788,139.7978598,banh mi
BANH MI XIN CHAO NAGOYA,Aichi,Nagoya,,4.1,172,35.1722409,136.9115925,banh mi
バインミー ウィン,Osaka,Osaka,https://banhmiwin.com/,4.6,236,34.7047462,135.5221031,banh mi
EBISU BANH MI BAKERY,Tokyo,Shibuya City,http://ebis-banhmi.com/,4.4,415,35.6479071,139.7102118,banh mi
FOODVn - X3,Ishikawa,Kanazawa,https://www.nichichouju.com/,4.9,551,36.5802369,136.6473659,banh mi
ホア セン レストラン,Hokkaido,Sapporo,https://hoasen-sapporo.owst.jp/,4.6,190,43.0516513,141.3545714,banh mi
Soc Con Fast Food バインミー リスちゃん,Tokyo,Shinjuku City,https://instagram.com/rischangbanhmi?igshid=YmMyMTA2M2Y=,4.4,57,35.701749,139.6979722,banh mi
Ăn gì ? (アンジー?),Hokkaido,Sapporo,https://instagram.com/angi_vietnam333?igshid=NTc4MTIwNjQ2YQ==,4.1,20,43.0825718,141.346616,banh mi
ジューシー バインミー,Aichi,Nagoya,https://www.banhmi.xyz/,4.6,196,35.1939362,136.9419838,banh mi
BANH MI XIN CHAO SHINSAIBASHI バインミーシンチャオ心斎橋店,Osaka,Osaka,http://banhmixinchao.co.jp/,4.1,197,34.6742769,135.50194,banh mi
90年代美味南ベトナム料理 PHUONG NAM (フーンナム),Tokyo,Minato City,https://phuongnam.gorp.jp/,4.1,254,35.6648376,139.7329885,banh mi
タン・ハー,Kanagawa,Yokohama,,4.4,602,35.42987060000001,139.4755859,banh mi
THE PIG ＆ THE LADY,Tokyo,Shibuya City,https://thepigandthelady.jp/,4.1,467,35.6463875,139.7089094,banh mi
いいな ベトナム料理,Chiba,Chiba,http://2ndbrain.co.jp/,4.3,111,35.6367797,140.0910947,banh mi
アンディー,Tokyo,Setagaya City,http://www.andi-setagaya.com/,4.3,151,35.6348202,139.6121113,banh mi
ゴン クアン ベトナムレストラン,Chiba,Yachiyo,,3.8,57,35.7002176,140.0899262,banh mi
ベトナムレストランNGON-2号店,Saitama,Saitama,https://www.hotpepper.jp/strJ001292107/,4.3,118,35.9088404,139.6260448,banh mi
Chè 333（チェー・バーバーバー）,Tokyo,Meguro City,https://che333.jp/,3.3,11,35.6289212,139.6833796,banh mi
ベトナム料理★Cafe Hasuna 浜松葵西店,Shizuoka,Hamamatsu,https://banhmi-hasuna.com/,4.3,217,34.7680349,137.7069614,banh mi
ベトナムダイニング ジャディンGIA ĐÌNH一号店,Tochigi,Utsunomiya,https://gia-dinh.jp/,4.4,79,36.5602965,139.8872367,banh mi
ベトナム居酒屋ニャウ Nhau Thien An,Saitama,Kawaguchi,,3.7,97,35.8159609,139.7048484,banh mi
アンゴン,Osaka,Osaka,https://www.instagram.com/anngon.1998/,4.4,635,34.676695,135.498163,banh mi
イエローバンブー 飯野ビル店,Tokyo,Chiyoda City,http://yellow-bamboo.com/,3.9,128,35.6705739,139.7528972,banh mi
Phuoc Thanh,Victoria,Melbourne,,4,58,-37.8121011,144.9642567,banh mi
Bánh Mì Chị Tôi | My Sister’s Sandwich Café,Massachusetts,Boston,https://banhmichitoi.com/,4.8,76,42.2978106,-71.060633,banh mi
Nom Nam,New York,New York,http://www.nomnamnyc.com/,4.8,198,40.7453564,-73.9776292,banh mi
サイゴン シャック,New York,New York,http://saigonshack.com/,4.4,2648,40.729705,-74.0006397,banh mi
Banh Mi Paris Express,California,Chula Vista,https://www.banhmipx.com/,4.9,39,32.6405926,-117.0937271,banh mi
Le’s Banh Mi,Hawaii,Honolulu,https://instagram.com/les_banhmi?igshid=YmMyMTA2M2Y=,4.9,105,21.2967649,-157.8423428,banh mi
バインミー☆ サンドイッチ,Tokyo,Shibuya City,https://www.instagram.com/banhmi_sandwich_takadanobaba/,4.4,20,35.6683371,139.7048337,banhmi
バインミーバイミー,Tokyo,Suginami City,https://www.instagram.com/banhmi.byme,4.8,58,35.70508770000001,139.6469223,banhmi
バインミー☆サンドイッチ,Tokyo,Shinjuku City,https://twitter.com/banhmi_sandwich,4.3,634,35.7132389,139.7031536,banhmi
BANH MI NGON NGON TAKADANOBABA,Tokyo,Shinjuku City,,4.1,283,35.7124601,139.7003927,banhmi
バインミー サイゴンフレッシュ 本店,Hokkaido,Sapporo,https://saigonfresh.jp/,4.5,148,43.0573518,141.339118,banhmi
バインミー☆サンドイッチ 水道橋東口店,Tokyo,Chiyoda City,https://www.facebook.com/BanhmiSuidobashi-101056862182378/,4.3,270,35.7013156,139.7556301,banhmi
スタンドバインミー,Tokyo,Meguro City,https://www.instagram.com/standbanhmi/,4.3,263,35.628886,139.6877641,banhmi
バインミーシンチャオ,Tokyo,Shinjuku City,https://www.facebook.com/B%C3%A1nh-M%C3%AC-Xin-Ch%C3%A0o-1068932589815886/?ref=settings,4.2,449,35.7126653,139.7005539,banhmi
バインミー ウィン,Osaka,Osaka,https://banhmiwin.com/,4.6,236,34.7047462,135.5221031,banhmi
EBISU BANH MI BAKERY,Tokyo,Shibuya City,http://ebis-banhmi.com/,4.4,415,35.6479071,139.7102118,banhmi
BANH MI XIN CHAO CAFE ASAKUSA バインミーシンチャオカフェ 浅草,Tokyo,Taito City,http://banhmixinchao.co.jp/,4.3,409,35.7101788,139.7978598,banhmi
バインミーゴンゴン船橋,Chiba,Funabashi,https://www.facebook.com/Shinjuku.BanhMiNgonNgon/,4.2,107,35.7011647,139.9882478,banhmi
BanhMi Kyoto製パン,Kyoto,Kyoto,https://business.google.com/v/_/AKsrIN0puJiEKfEO86dS_PDxoSa_6Tt6rzPnFu4MT8AzJ0ZBdzA0H-I/ddf8/_?exp=1778401&myads=1,4.6,73,34.9550669,135.7612292,banhmi
バインミー サイゴン,Osaka,Osaka,http://tnvietnam.co.jp/,4.5,133,34.6610708,135.50055,banhmi
THAO’S BANH MI,Kanagawa,Kawasaki,https://www.instagram.com/thaosbanhmi/,4.4,393,35.5655398,139.6548893,banhmi
BANH MI NGON NGON OKUBO(バインミーゴンゴン 大久保店),Tokyo,Shinjuku City,https://www.facebook.com/B%C3%A1nh-M%C3%AC-Ngon-Ngon-Okubo-105387335262252/,3.9,175,35.7009684,139.6970106,banhmi
シクロバインミー(CYCLO banh mi)CIAL横浜店,Kanagawa,Yokohama,,3.2,69,35.46681969999999,139.6224178,banhmi
MIKA バインミー （Mika bánh mì）,Tokyo,Itabashi City,http://mikabanhmi.net/,4.6,56,35.7904285,139.654858,banhmi
BÁNH MÌ 10,Fukuoka,Fukuoka,https://www.banhmi10.com/,3.8,39,33.5875638,130.410647,banhmi
バインミイーハノイ (Banhmi Hanoi),北海道,室蘭市,http://www.facebook.com/B%C3%A1nh-m%C3%AC-H%C3%A0-N%E1%BB%99i-%E3%83%90%E3%82%A4%E3%83%B3%E3%83%9F%E3%83%BC%E3%83%8F%E3%83%8E%E3%82%A4,3,3,42.3523789,141.0212984,banhmi
Okome Cafe & Bar 米b(ベイビー),Aomori,Aomori,http://www.baby-okome.com/,4.4,29,40.8268955,140.7445849,バインミー
ハンドサンドイッチズ,Aomori,Aomori,https://www.instagram.com/handsandwiches/,4.6,12,40.7927359,140.7570224,バインミー
三ッ星製パン,Aomori,Aomori,https://ja-jp.facebook.com/mitsuboshi.bread/,4,86,40.8272523,140.7354007,バインミー
サイゴンフレッシュ ポールタウン店,Hokkaido,Sapporo,https://saigonfresh.jp/,4.5,101,43.0564289,141.3530917,バインミー
Bánh Mì Xin Chào,Tokyo,Toshima City,http://banhmixinchao.co.jp/,3.9,155,35.7303444,139.7151945,バインミー
バインミーバイミー,Tokyo,Suginami City,https://www.instagram.com/banhmi.byme,4.8,58,35.70508770000001,139.6469223,バインミー
バインミーバーバー中目黒,Tokyo,Meguro City,https://banhmibaba-nakameguro.com/,4.5,117,35.6429091,139.6987712,バインミー
バインミー☆サンドイッチ,Tokyo,Shinjuku City,https://twitter.com/banhmi_sandwich,4.3,634,35.7132389,139.7031536,バインミー
バインミー サイゴンフレッシュ 本店,Hokkaido,Sapporo,https://saigonfresh.jp/,4.5,148,43.0573518,141.339118,バインミー
バインミー☆ サンドイッチ,Tokyo,Shibuya City,https://www.instagram.com/banhmi_sandwich_takadanobaba/,4.4,20,35.6683371,139.7048337,バインミー
Ăn gì ? (アンジー?),Hokkaido,Sapporo,https://instagram.com/angi_vietnam333?igshid=NTc4MTIwNjQ2YQ==,4.1,20,43.0825718,141.346616,バインミー
Nha Viet Nam premier 銀座店,Tokyo,Chuo City,https://nha-vietnam.info/,3.9,111,35.6674942,139.7624459,バインミー
バインミー シンチャオ イオンモール太田,Gunma,Ota,https://banhmixinchao.co.jp/,4.3,36,36.29337599999999,139.3990887,バインミー
バインミーバーバー川越店 Bánh Mì Bà Ba kawagoe,Saitama,Kawagoe,https://yoyaku.tabelog.com/yoyaku/net_booking_form/index?rcd=11059812,4.8,97,35.9146002,139.4830906,バインミー
バインミー☆サンドイッチ 水道橋東口店,Tokyo,Chiyoda City,https://www.facebook.com/BanhmiSuidobashi-101056862182378/,4.3,270,35.7013156,139.7556301,バインミー
ローアンプラー,Niigata,Niigata,https://instagram.com/rouannpular?igshid=YmMyMTA2M2Y=,4.3,48,37.7972236,139.1220556,バインミー
バインミーバーバー 吉祥寺店,Tokyo,Musashino,https://www.instagram.com/banhmibaba_kichijoji/,4.6,98,35.7025172,139.5790211,バインミー
ビベト,Nagano,Matsumoto,,4.4,75,36.23243799999999,137.9677722,バインミー
THAO’S BANH MI,Kanagawa,Kawasaki,https://www.instagram.com/thaosbanhmi/,4.4,393,35.5655398,139.6548893,バインミー
バインミー☆サンドイッチ 吉祥寺北口店,Tokyo,Musashino,,4.5,41,35.7038965,139.5789945,バインミー
バインミーパテ ベトナムサンドイッチ,Kanagawa,Chigasaki,https://banhmipate.com/,4.5,66,35.3399088,139.4394374,バインミー
サイゴンレストラン 札幌店,Hokkaido,Sapporo,https://www.hotpepper.jp/strJ003516828/,4.3,80,43.0043923,141.4306734,バインミー
BÁNH MÌ VIỆT,Kanagawa,Yokohama,https://www.banhmivietjp.com/?utm_source=gmb&utm_medium=referral,4.4,131,35.4324879,139.4757654,バインミー
ホア セン レストラン,Hokkaido,Sapporo,https://hoasen-sapporo.owst.jp/,4.6,190,43.0516513,141.3545714,バインミー
ホンズ・キッチン,Tokyo,Ota City,https://instagram.com/hungs_kitchen_tokyo?utm_medium=copy_link,4.6,163,35.5638882,139.7152537,バインミー
ベトナム料理タンマイ,Gunma,Maebashi,https://www.dan-b.com/thanhmai/,4.2,146,36.4079501,139.0656828,バインミー
アオサンズ,Aichi,Nagoya,http://aosuns.win/,4.4,177,35.1606625,136.9016408,バインミー
BANH MI XIN CHAO KAMATA バインミーシンチャオ蒲田店,Tokyo,Ota City,http://banhmixinchao.co.jp/,3.9,87,35.5647655,139.7144641,バインミー
バインミー☆サンドイッチ,Chiba,Funabashi,,4.1,15,35.7011936,140.0278662,バインミー
カム バイ スタンド バインミー CƠME by Stand Bánh Mì,Tokyo,Minato City,https://www.instagram.com/comebystandbanhmi?igsh=MXJvOHFiY2kzOTBtZg==,4.1,11,35.6621938,139.7414891,バインミー
Soc Con Fast Food バインミー リスちゃん,Tokyo,Shinjuku City,https://instagram.com/rischangbanhmi?igshid=YmMyMTA2M2Y=,4.4,57,35.701749,139.6979722,バインミー
ベトナムバインミー三ツ沢下町店BÁNH MÌ VIỆT NAM,Kanagawa,Yokohama,,4.4,49,35.4763652,139.6145326,バインミー
越南路 エツナンルー,Osaka,Osaka,https://etsunanru.com/,3.7,53,34.7057911,135.4979853,バインミー
バインミーゴンゴン船橋,Chiba,Funabashi,https://www.facebook.com/Shinjuku.BanhMiNgonNgon/,4.2,107,35.7011647,139.9882478,バインミー
ロブ・フォートンズ,Aomori,Hachinohe,http://www.robphoton.com/,3.9,359,40.5113964,141.4933529,バインミー
バインミーモチ,Chiba,Chiba,http://sieuthiminitunjp.com/,4.3,49,35.6159196,140.114405,バインミー
ベトナムデリ珈琲 瀬戸本店,Aichi,Seto,https://vietnamdelicoffee.com/,4.1,102,35.2112348,137.0839904,バインミー
バインミーシンチャオ,Tokyo,Shinjuku City,https://www.facebook.com/B%C3%A1nh-M%C3%AC-Xin-Ch%C3%A0o-1068932589815886/?ref=settings,4.2,449,35.7126653,139.7005539,バインミー
タン・ハー,Kanagawa,Yokohama,,4.4,602,35.42987060000001,139.4755859,バインミー
バインミーハバ,Tokyo,Fussa,,4.5,40,35.7398776,139.3260997,バインミー
バインミーバーバー下北沢店,Tokyo,Setagaya City,https://banhmibaba.com/,4.6,398,35.6628814,139.6657317,バインミー
HÀO NGUYÊN(ハオ グエン),Fukushima,Nihommatsu,https://haonguyenshop.com/,4.3,110,37.60511899999999,140.3564725,バインミー
スタンドバインミー,Tokyo,Meguro City,https://www.instagram.com/standbanhmi/,4.3,263,35.628886,139.6877641,バインミー
エムオーイ EM★OI ベトナムカフェ,Osaka,Higashiosaka,,4.7,94,34.6513947,135.5839424,バインミー
ベトナム料理ヒヨコ (Quán GÀ CON),東京都,杉並区,,4.5,59,35.706278,139.6504264,バインミー
アンディー,Tokyo,Setagaya City,http://www.andi-setagaya.com/,4.3,151,35.6348202,139.6121113,バインミー
ベトナム・フォー,神奈川県,横浜市,https://www.facebook.com/Ph%E1%BB%9F-Vi%E1%BB%87t-Qu%C3%A1n-%E3%83%99%E3%83%88%E3%83%8A%E3%83%A0%E6%96%99%E7%90%86-110644234729421,4.4,178,35.423392,139.6015962,バインミー
バインミーサンドイッチ神保町店,Tokyo,Chiyoda City,,4.6,59,35.6960762,139.7562785,バインミー
バインミー太陽 BÁNH MÌ TAIYO,Saitama,Yoshikawa,,4.5,75,35.8762564,139.8430331,バインミー
ベトナムサンドイッチ DZO DZO ヨーヨー お持ち帰り専門店,群馬県,桐生市,https://www.facebook.com/profile.php?id=100088818081333,4.7,12,36.422242,139.349059,バインミー
